transcript gene 001_5d234 002_embABC 003_rootABC 004_15d124 005_leafABC 006_inf2FGH 007_nodABC 008_inf1ABC
MLOC_63221 MLOC_63221 31.8105 31.9642 56.616 41.1954 38.2649 38.2187 239.547 23.6384
MLOC_63226.1 MLOC_63226 2.33839 1.33729 1.29941 2.89835 1.49489 3.5207 7.29141 2.63604
MLOC_63227.1 MLOC_63227 0.19126 0.347576 0.427609 4358.67 0.125445 0.27513 0.0566322 0.184371
MLOC_6323.5 MLOC_6323 72.3485 93.3936 64.8236 16.337 33.3137 27.3601 290.568 15.4077
MLOC_63231.1 MLOC_63231 16.8243 25.2228 42.2006 39.6227 31.9159 3.91848 79.8535 5.0589
MLOC_63232.2 MLOC_63232 0.771404 4.51633 4.18769 0 0.741639 0 6.73307 0.123724
MLOC_63233.1 MLOC_63233 7.46446 9.63697 11.6399 3.72626 6.68615 8.2784 25.8717 5.88204
MLOC_63235 MLOC_63235 11.8255 14.148 20.7014 8.10996 5.16188 28.9663 48.4074 18.7918
MLOC_63236 MLOC_63236 33.7659 26.7528 33.0689 64.2706 23.329 40.3941 113.686 24.6345
MLOC_63238.1 MLOC_63238 0.976818 1.0396 1.6668 0.365832 0.130736 2.72985 0.42308 5.32749
MLOC_6324 MLOC_6324 2.92749 7.98321 9.09147 5.27206 16.0991 0.130614 74.4577 0.110471
MLOC_63242.2 MLOC_63242 33.5837 21.9382 64.6896 53.4796 31.1787 31.7703 284.665 24.2565
MLOC_63244.2 MLOC_63244 0.193197 0.0435087 0.154267 0.140874 0.0691522 0.362376 0.270732 0.390151
MLOC_63249.2 MLOC_63249 7.09143 0.122334 2.86917 5.49517 2.05054 1.12933 0.0277628 0.130096
MLOC_63252.1 MLOC_63252 11.8775 8.49361 8.93994 16.0037 9.25508 21.9976 16.758 16.2692
MLOC_63257.1 MLOC_63257 0.0157358 0.0741545 0.0539167 0.0554606 0.0433371 0.235047 0.116415 0.0441153
MLOC_63259.1 MLOC_63259 1.27265 1.00719 1.32608 0.622894 0.842321 0.88523 8.0292 0.691105
MLOC_63261.1 MLOC_63261 0 0.336886 1.12592 0.194215 0.0532372 0.0796319 0 0.0972703
MLOC_63263.1 MLOC_63263 5.82573 11.3177 1.74037 0.599977 11.1996 5.52415 16.01 7.04107
MLOC_63269 MLOC_63269 1.87141 0.453499 0.677619 0.8213 2.72444 0.0887102 142.439 0
MLOC_6327.3 MLOC_6327 7.11934 4.49243 4.51026 5.08965 2.91223 15.2699 0.677364 12.3212
MLOC_63270 MLOC_63270 7.81302 8.8886 7.78171 2.14721 3.31616 6.51299 15.9733 6.8959
MLOC_63273.1 MLOC_63273 27.8799 33.3355 53.4055 16.2846 16.5385 38.4404 93.8401 28.1767
MLOC_63274.1 MLOC_63274 0.822794 0 0.143842 0 0.161333 0.0478178 0.0662813 0.0990511
MLOC_63275.3 MLOC_63275 3.19365 23.245 13.322 7.76062 5.98282 0.235465 1.59599 2.50262
MLOC_63277.1 MLOC_63277 0.510805 0.873676 1.10247 0.199979 0.390274 0.426324 4.19899 0.415713
MLOC_63282.1 MLOC_63282 6.31224 127.922 77.0057 0.371765 26.6221 4.56419 313.764 10.7613
MLOC_63284.1 MLOC_63284 1.14088 3.5268 4.54662 0.207341 1.42877 1.20235 9.7265 0.945584
MLOC_63286.1 MLOC_63286 0.354482 0 0 1.60157 0 2.0383 0.974661 0.954498
MLOC_63287.1 MLOC_63287 40.123 18.0754 17.9944 8.39551 4.43317 48.4935 7.99855 31.7912
MLOC_63296.1 MLOC_63296 0.0939694 0.042146 0 0.107541 0 0.0980099 0 0.0556951
MLOC_63297.1 MLOC_63297 9.42528 14.1694 20.7561 6.99624 7.89085 25.0013 24.1696 18.2788
MLOC_63298.1 MLOC_63298 33.3361 29.7475 40.5215 53.9369 24.7323 40.1783 97.1311 47.7191
MLOC_63299.1 MLOC_63299 37.1003 27.3224 32.1992 59.5344 25.1972 47.137 54.9928 50.1648
MLOC_63300.1 MLOC_63300 2.31326 5.1526 4.80456 1.54521 2.54168 4.74689 6.987 3.3306
MLOC_63301.1 MLOC_63301 1.25393 1.33484 0.52137 0.789055 3.30159 3.6859 1.03342 2.5957
MLOC_63302.1 MLOC_63302 11.531 9.84939 2.43797 28.6054 40.0889 2.50353 0.469979 1.45236
MLOC_63303.2 MLOC_63303 78.9915 66.6837 125.48 123.923 79.822 79.4752 284.112 55.4821
MLOC_63314.1 MLOC_63314 5.68494 12.0349 11.1679 4.33379 3.45093 11.4842 13.9024 10.9878
MLOC_63316 MLOC_63316 0.339897 2.34537 6.27887 3.50734 6.45761 0.149744 6.70299 0.0912279
MLOC_63317 MLOC_63317 12.4779 6.42158 8.35649 14.4917 5.08217 21.9718 21.3206 10.979
MLOC_63319.1 MLOC_63319 13.274 11.0835 21.5874 32.9961 9.46491 33.8923 28.5016 17.541
MLOC_63320 MLOC_63320 37.9128 55.2291 67.9558 27.6048 33.2651 48.0865 172.457 44.8712
MLOC_63332.1 MLOC_63332 1.22023 1.77036 2.67563 1.25267 1.08122 1.75961 4.78627 1.40817
MLOC_63336.1 MLOC_63336 1.67606 1.16369 0.979399 0.809594 0.284792 4.98183 0.0943972 3.89425
MLOC_63338.1 MLOC_63338 12.2179 7.65974 11.3254 27.1414 8.84806 28.5393 24.2908 15.1592
MLOC_63339.1 MLOC_63339 1.05268 0.426445 0.158474 1.30762 0.618349 3.61864 0.492855 1.11463
MLOC_63340.1 MLOC_63340 0.135921 0.80363 0.774691 0.150275 0.182242 0.34016 1.72489 0.325462
MLOC_63341 MLOC_63341 10.25 9.03083 14.8407 15.0922 9.7366 12.3023 43.6403 8.88116
MLOC_63347 MLOC_63347 0 0.11832 0.21536 0 2.41069 0 0.255909 0
MLOC_63348.1 MLOC_63348 0 0 0 0 0 0 0.314107 0
MLOC_63349.2 MLOC_63349 31.5675 30.1971 35.5934 45.6391 30.7921 61.5423 94.9493 37.9551
MLOC_6335.1 MLOC_6335 1.03879 5.22407 8.19575 0 5.23938 0 5.85059 0.838197
MLOC_63357 MLOC_63357 30.9739 26.4887 26.5988 34.5135 20.0033 61.0614 55.568 48.44
MLOC_63361.1 MLOC_63361 0 0.270902 0.979388 0.328106 0.620173 0.322948 0 0.357358
MLOC_63362.1 MLOC_63362 0.666334 0.27194 0.373065 0.847243 0.302164 0.744659 0.442905 0.471269
MLOC_63363.1 MLOC_63363 0.074171 0.0253125 0 0.253888 0.0625637 0 0.260414 0
MLOC_63367 MLOC_63367 5.43205 4.81256 8.85759 2.15602 3.86966 3.80478 14.5452 2.85894
MLOC_63369.1 MLOC_63369 37.5594 8.49471 8.71056 72.845 18.5011 12.1978 107.702 11.7192
MLOC_6337.1 MLOC_6337 0.846928 4.41886 32.7391 1.46686 1.16333 0.0668863 0.77829 0.13491
MLOC_63372.1 MLOC_63372 13.1021 7.38262 7.79194 7.65049 14.0808 3.76209 27.9726 3.1013
MLOC_63373.2 MLOC_63373 0.525718 2.15686 3.33755 0.20372 1.31141 0 16.6685 0.125709
MLOC_63374.1 MLOC_63374 28.3382 0 0.0576862 98.869 0.0189124 0.0224483 0.0693274 0
MLOC_63376.1 MLOC_63376 2.70851 6.6493 14.0837 2.33048 8.28288 12.7046 16.5338 8.16109
MLOC_6338 MLOC_6338 2.65584 1.38413 2.52356 2.11687 20.477 0.871819 39.5193 1.05811
MLOC_63383 MLOC_63383 0.356783 2.88488 10.4315 0.729104 21.2048 0.278772 3.07741 1.23872
MLOC_63385.2 MLOC_63385 15.654 7.4661 6.24655 8.05688 6.002 30.9411 4.28068 23.9558
MLOC_63387.1 MLOC_63387 0.160152 2.95319 2.27102 0.208221 14.8474 0.451216 0.495858 0.193427
MLOC_63390.1 MLOC_63390 0.170685 0.0775629 0.21813 0 0.450919 0 0.554721 0
MLOC_63393 MLOC_63393 7.88496 6.88937 9.94408 6.655 7.39625 17.1517 31.128 12.6089
MLOC_63395.1 MLOC_63395 17.7745 14.3979 22.7354 20.8532 12.3746 51.8751 49.99 28.4887
MLOC_63396.1 MLOC_63396 27.3456 25.8449 24.6741 21.6929 27.2279 18.1166 85.9252 14.3045
MLOC_634.2 MLOC_634 4.47256 6.41012 4.00413 4.12263 3.46615 13.2953 6.75953 12.6678
MLOC_63401.3 MLOC_63401 6.01685 5.29623 4.56115 10.4942 1.8082 22.8002 12.4474 16.8283
MLOC_63402 MLOC_63402 0.0780012 2.07105 3.09066 0.127388 0.749355 0.370956 0.152991 1.31033
MLOC_63403 MLOC_63403 1.62887 3.27027 8.42888 1.5149 8.25798 1.18851 13.7524 2.14989
MLOC_63404.1 MLOC_63404 8.54352 5.92479 8.17453 6.29936 5.24986 12.2552 29.2866 7.11581
MLOC_63407 MLOC_63407 7.022 8.93569 16.4422 3.87663 10.2579 8.48364 28.3469 6.32275
MLOC_63408.1 MLOC_63408 4.67996 1.63717 1.03014 4.37102 0.640989 2.29291 2.46815 1.74355
MLOC_63409 MLOC_63409 26.5145 21.3185 27.1122 51.6067 24.5237 20.6632 87.928 16.6144
MLOC_6341.1 MLOC_6341 3.18092 3.14192 6.07481 3.3818 4.29737 1.53092 26.1608 0.759795
MLOC_63415.2 MLOC_63415 1.89373 3.33878 1.59363 0.0850931 1.14562 0.0677086 15.5788 0.0175032
MLOC_6342.1 MLOC_6342 12.9723 13.1757 15.2968 9.37924 9.66185 16.3443 51.3972 16.7535
MLOC_63420.1 MLOC_63420 2.68606 0.718966 1.41549 0.823322 1.7255 2.36999 11.0144 2.68748
MLOC_63421 MLOC_63421 2.73991 0.548759 0.281706 1.55531 27.7207 2.33789 20.0605 0.917582
MLOC_63425.1 MLOC_63425 0 0.717459 0.418895 0.174695 0.108017 3.97089 0.0261182 6.35703
MLOC_63427.2 MLOC_63427 0.0313266 0.165103 2.1217 0.107711 0.464139 0.447012 0.00637891 0.263438
MLOC_63430.1 MLOC_63430 18.8951 27.08 20.9006 12.4496 6.4793 17.7717 25.957 12.7865
MLOC_63431.1 MLOC_63431 5.41897 0 0 6.62529 0 0 0 0
MLOC_63433.1 MLOC_63433 1.0182 1.9369 2.10065 2.8487 0.810812 1.74926 7.68178 1.59179
MLOC_63436.1 MLOC_63436 69.2899 42.7243 30.019 71.2 13.1552 11.276 47.5083 21.8291
MLOC_63439.1 MLOC_63439 31.6979 45.2334 64.4716 33.595 37.5888 69.8674 101.392 54.8252
MLOC_6344.1 MLOC_6344 5.15181 3.66833 2.69816 1.86278 11.6658 5.56532 12.9146 4.13799
MLOC_63441.1 MLOC_63441 1.63376 1.55769 2.2563 2.65983 1.71429 3.33707 3.3417 2.13165
MLOC_63445 MLOC_63445 5.966 8.3901 4.19979 2.71102 12.6777 9.31199 6.96825 10.0169
MLOC_63447 MLOC_63447 18.0259 30.9429 17.8264 24.5843 19.138 16.9256 4.655 20.9533
MLOC_63448 MLOC_63448 21.1979 23.1331 18.6657 7.73857 9.37092 22.7873 10.656 26.6992
MLOC_63451 MLOC_63451 7.08737 3.19747 2.52334 6.2118 1.58829 1.01258 10.7903 0.637937
MLOC_63454.1 MLOC_63454 36.002 14.8673 24.6896 37.4232 24.4589 0.130707 11.9205 0.171304
MLOC_63457 MLOC_63457 15.2882 4.41459 4.14064 7.72782 7.74205 0.957012 2.04233 0.799226
MLOC_63458.1 MLOC_63458 0.0324774 0.669125 2.68881 0 0.436484 0.0789541 0 0.0195207
MLOC_63462.2 MLOC_63462 8.13894 4.40283 6.00885 5.09059 3.5952 13.7099 17.348 8.02854
MLOC_63464.1 MLOC_63464 4.20315 2.57127 9.44015 4.15801 69.3944 1.26796 36.3882 1.29232
MLOC_63465 MLOC_63465 1.93483 0.355389 1.38028 1.26708 3.66421 0.693735 6.87165 0.256462
MLOC_63473.2 MLOC_63473 25.3153 19.026 14.7275 22.8596 10.3881 65.0787 12.3379 62.5934
MLOC_63474 MLOC_63474 12.2664 14.814 12.0248 7.58406 7.57544 29.9294 20.6097 24.4074
MLOC_63476 MLOC_63476 0 0.639009 0.173376 0 0.314658 0 3.35069 0
MLOC_63477.1 MLOC_63477 0.1172 4.45949 25.206 3.01063 1.42982 0.0363724 4.00856 0.0383544
MLOC_63480.1 MLOC_63480 32.443 0.0539956 0 0.0777763 0 0.0253098 0.0166051 0
MLOC_63482.3 MLOC_63482 32.5029 22.494 23.37 22.5754 28.0349 59.2289 125.723 32.7274
MLOC_63484.2 MLOC_63484 25.359 21.974 24.8737 24.8193 19.0558 48.9166 67.5354 34.5778
MLOC_63489.1 MLOC_63489 0.31038 0.800504 2.39687 0.0995679 1.13944 3.79991 17.4846 2.36034
MLOC_63490.1 MLOC_63490 0.0703907 2.66468 3.70894 0.0719484 1.13308 0.135436 45.2221 0.0905442
MLOC_63491.1 MLOC_63491 0 0.286685 0.138094 0 0.0821895 0.285288 1.27535 0.112047
MLOC_63492.1 MLOC_63492 16.2595 22.6155 23.4576 10.1147 21.2984 17.1133 97.0276 14.0472
MLOC_63497 MLOC_63497 53.962 28.7783 36.8308 100.63 27.687 68.1359 77.3831 49.7087
MLOC_63498 MLOC_63498 12.9773 20.6709 20.6623 3.4168 8.74909 4.47299 109.922 6.14829
MLOC_63502.5 MLOC_63502 258.123 40.2866 30.0982 173 64.4587 162.473 372.477 81.1048
MLOC_63505.1 MLOC_63505 19.6966 41.9226 43.2692 21.2828 17.3278 30.5559 48.8194 25.5896
MLOC_63506.1 MLOC_63506 13.4202 21.2747 14.6015 5.54042 8.28 34.8278 0.860374 40.2643
MLOC_63507.1 MLOC_63507 0.462534 0.0883455 0.0940004 0.249486 0.0729328 0.710769 0.144812 0.201928
MLOC_63510.1 MLOC_63510 80.1277 0.194501 0.136556 1.00675 0.0244922 0.714456 6.52409 1.70006
MLOC_63511 MLOC_63511 0.0804685 0.518363 0.290154 0.115935 0.0578873 0 1.45867 0.177958
MLOC_63514 MLOC_63514 0.0664514 4.5178 9.28128 0 0 0.0236131 0.045493 0.0280814
MLOC_63522.6 MLOC_63522 1.66472 1.42246 1.10875 0.623261 0.579281 3.12974 0.381318 2.59978
MLOC_63523 MLOC_63523 20.8257 14.9898 21.5921 7.51132 8.40581 6.88557 243.238 12.167
MLOC_63525.2 MLOC_63525 2.3589 11.658 30.1266 11.4728 13.2666 124.42 135.928 48.7234
MLOC_63528.1 MLOC_63528 1.93724 2.0955 10.4125 2.79724 0.681611 15.5926 0.0522878 11.3827
MLOC_63529 MLOC_63529 9.17785 7.90079 4.82442 1.98046 4.60138 1.26727 23.1167 0.272522
MLOC_6353.1 MLOC_6353 2.16732 1.54506 0.662484 2.14904 0.413298 1.92154 11.6368 1.64796
MLOC_63530 MLOC_63530 26.9129 21.5193 28.6607 23.9504 24.594 41.8011 18.3996 41.1808
MLOC_63532.1 MLOC_63532 0.408788 0.123278 0.657772 6.33681 0.226508 2.36241 0.941619 0.616201
MLOC_63534.2 MLOC_63534 13.0702 11.9256 9.71716 7.09162 9.84598 20.3973 24.1254 16.8372
MLOC_63535.1 MLOC_63535 0 0 0.078722 0 0 0 0.0809453 0
MLOC_63538 MLOC_63538 9.58766 4.58229 2.81085 1.98267 2.81223 8.9031 1.59864 6.25846
MLOC_63539.2 MLOC_63539 2.82974 1.22541 18.7768 20.4123 27.9192 0.574716 30.0321 0.803305
MLOC_6354.1 MLOC_6354 0.0920304 0.712514 3.60393 0.146014 4.14882 0.0725296 1.49088 0.0691411
MLOC_63540.1 MLOC_63540 26.4748 26.6136 25.2187 22.1469 22.1643 44.704 24.4523 44.6804
MLOC_63542.1 MLOC_63542 0.83108 1.02985 6.52664 0.686883 1.2881 0.411588 6.35901 0.218953
MLOC_63543.1 MLOC_63543 0.237319 1.80664 4.74543 1.00772 0.97613 0.0677219 23.8662 0.168985
MLOC_63544.1 MLOC_63544 33.1633 18.3863 26.0494 51.6014 17.7882 62.0018 47.6809 42.1269
MLOC_63546.2 MLOC_63546 0.220948 0.503186 0.238537 0.599613 1.32173 0.0875112 0.740654 0.0851001
MLOC_63547.1 MLOC_63547 0 0.264823 6.77625 0 0.168318 0 0 0
MLOC_63548 MLOC_63548 46.8635 88.6831 79.9387 18.1678 30.8011 75.5796 27.6871 78.9788
MLOC_63550.2 MLOC_63550 1.10774 1.98206 8.35681 0.277995 3.31146 0 0.123275 0.0153257
MLOC_63554 MLOC_63554 1.35945 3.29545 8.25851 1.09224 2.09863 0.0569683 61.0661 0.0304244
MLOC_63556.4 MLOC_63556 136.946 17.6964 22.9406 15.1588 50.9522 12.5535 592.62 10.6849
MLOC_63557 MLOC_63557 18.4485 13.2799 24.1434 28.9286 11.4877 32.9962 54.7558 21.7347
MLOC_6356 MLOC_6356 65.936 85.7681 94.5465 86.0828 21.1816 142.069 80.5427 111.003
MLOC_63560 MLOC_63560 2.4467 1.50652 4.40493 2.61487 9.66559 2.77023 34.9172 1.92695
MLOC_63562.1 MLOC_63562 0.350025 0.553408 0.22603 0.738869 0.253201 2.53348 0.847401 1.38335
MLOC_63564.2 MLOC_63564 0.59614 0.172078 0 0.657271 0.660034 0.0714174 0.131465 0
MLOC_63567.1 MLOC_63567 14.7475 5.92723 1.8067 3.3636 0.964112 8.19079 1.39475 3.75769
MLOC_63569.1 MLOC_63569 197.422 178.247 121.143 50.2303 34.6247 326.923 76.4924 254.989
MLOC_6357.1 MLOC_6357 42.7358 13.1734 15.9321 27.5712 7.56196 37.7874 61.1691 27.3093
MLOC_63572 MLOC_63572 13.6975 17.0002 44.0624 170.686 15.2378 1.12871 154.428 0.424257
MLOC_63574.2 MLOC_63574 36.2232 9.59931 5.30253 15.9473 4.78861 1.88029 12.8004 4.64757
MLOC_63575.2 MLOC_63575 0.0380417 14.8863 51.5206 0 0.590393 0.041587 0.0211599 0.0268951
MLOC_63576.1 MLOC_63576 0.0334075 0.311573 0.0885515 0 7.27719 0 0.245297 0.034605
MLOC_63578.2 MLOC_63578 14.1213 35.9805 84.7197 3.8733 31.4984 21.7569 142.34 16.2131
MLOC_63586.3 MLOC_63586 0.902893 1.42544 1.73372 0.222916 9.64004 7.82458 6.8861 3.94502
MLOC_63588.1 MLOC_63588 1.43894 96.0272 17.7501 1.26182 41.8005 172.562 8.55015 83.5572
MLOC_63589 MLOC_63589 88.2231 109.262 132.501 40.2546 73.8272 54.8052 507.777 48.7568
MLOC_6359 MLOC_6359 10.6175 8.55494 9.21273 13.0987 8.49694 27.5252 25.3665 16.8446
MLOC_63590.1 MLOC_63590 3.3668 0.891198 3.33633 1.70662 0.669334 0.814912 18.7866 0.343941
MLOC_63592 MLOC_63592 0.0729289 6.13257 6.13644 0.567812 0 0.0736708 15.1507 0.0749147
MLOC_63593.1 MLOC_63593 670.968 1326.3 1408.72 623.709 465.697 1922.71 174.819 1700.24
MLOC_63597.4 MLOC_63597 0.200319 0.762672 1.56499 0.50956 3.3322 0.0730507 17.8332 0.0244137
MLOC_63598.1 MLOC_63598 12.9247 17.508 28.1178 18.3011 14.1172 18.827 55.6268 13.0594
MLOC_63606.1 MLOC_63606 4.80737 6.99884 6.40957 6.91111 4.86738 29.4617 11.2239 18.0776
MLOC_63607.1 MLOC_63607 16.1237 8.42525 12.3086 13.1907 6.77001 21.4948 42.6507 12.6249
MLOC_63608 MLOC_63608 6.61661 10.0794 33.7934 10.4839 18.3454 2.988 59.7558 3.10977
MLOC_63609.1 MLOC_63609 1.80628 0.329236 0.271146 2.30083 0.315701 1.30059 0.0593611 0.561129
MLOC_63611 MLOC_63611 64.2037 63.2466 61.8591 37.8755 29.9969 72.7031 108.862 64.1229
MLOC_63613 MLOC_63613 2.76794 1.85994 14.7315 33.2472 5.85494 15.3451 49.4355 3.87725
MLOC_63614.1 MLOC_63614 1.29808 1.10204 1.0437 3.67995 2.84185 2.56955 16.6294 1.37676
MLOC_63615.1 MLOC_63615 3.11413 3.48714 5.11303 0.720506 1.56398 11.8361 3.33154 5.04278
MLOC_63616.1 MLOC_63616 0.305788 0.170048 0.132488 0.210693 0.0726853 1.12705 0.0345956 0.631828
MLOC_63620.1 MLOC_63620 0.115985 0.144146 0.323919 0 0 0.28555 0.0798045 0.486699
MLOC_63621 MLOC_63621 147.181 171.435 192.484 98.1699 104.687 84.9694 490.821 65.1703
MLOC_63625.1 MLOC_63625 2.15375 15.3718 7.74595 175.974 15.2082 0.527812 0.0863008 1.17922
MLOC_63626 MLOC_63626 0.0750751 1.05427 3.53982 0.683922 6.69838 0.10646 1.82028 0.317885
MLOC_63627.2 MLOC_63627 0.25099 0.0787793 0.0256653 1.69866 0.0725657 0 0.550423 0
MLOC_63630.2 MLOC_63630 0.188003 0.652663 3.34985 0.0768371 1.92964 0 2.7322 0.0178994
MLOC_63636.1 MLOC_63636 25.6873 23.6228 27.0348 26.1477 10.9015 30.2053 22.0299 25.7321
MLOC_63644.1 MLOC_63644 14.9543 39.9578 16.1432 13.6246 54.9564 13.1598 15.7476 10.8584
MLOC_63645.2 MLOC_63645 2.96343 5.09817 2.55097 1.00244 1.64172 7.29746 9.96109 6.09879
MLOC_63646.1 MLOC_63646 27.0361 20.5607 77.0538 23.1064 40.9641 2.95127 69.3371 2.34258
MLOC_63653.2 MLOC_63653 0.068869 0.766925 2.08573 0.066053 0.523979 0.139457 0.627108 0.158918
MLOC_63656 MLOC_63656 6.32352 11.4516 6.31795 11.3842 3.81219 1.61212 19.5209 1.80512
MLOC_63657.1 MLOC_63657 5.20561 2.33616 1.04705 8.19344 13.2585 2.33859 25.7062 1.42805
MLOC_63658 MLOC_63658 1595.8 2557.27 2647.33 1837.56 737.298 3213.48 289.897 3449.51
MLOC_63659 MLOC_63659 496.037 895.495 797.053 575.318 265.78 955.77 353.265 1009.43
MLOC_6366.1 MLOC_6366 9.98314 5.51823 8.55987 8.38966 8.40347 23.9342 25.8711 14.1567
MLOC_63666.1 MLOC_63666 6.67609 4.97363 7.14297 7.84113 6.89917 20.8043 15.9705 14.835
MLOC_63669.2 MLOC_63669 3.52757 2.47475 2.12326 2.79061 0.983174 13.7957 0.867358 14.9488
MLOC_6367.1 MLOC_6367 33.6851 38.5914 50.6157 39.9238 14.9369 45.8101 66.1924 44.6526
MLOC_63672.2 MLOC_63672 11.7155 9.53877 11.8736 10.3379 119.434 6.37713 83.3468 6.58593
MLOC_63673.2 MLOC_63673 72.5653 45.6012 61.7717 92.6356 36.2594 166.601 152.344 87.5918
MLOC_63674.1 MLOC_63674 12.4578 8.70427 14.5444 22.8795 3.88175 15.4506 26.801 12.1605
MLOC_63675.1 MLOC_63675 3.92317 1.66745 6.13263 4.17107 4.22595 0.928732 12.8664 0.328793
MLOC_63677.3 MLOC_63677 4.72324 5.49574 1.80689 1.64658 24.8365 7.90423 14.1033 7.23551
MLOC_63678.3 MLOC_63678 30.1054 38.9572 64.0033 8.03789 35.6821 11.4282 108.268 17.5361
MLOC_63679.1 MLOC_63679 0.064159 0 0.378679 0.10744 2.8591 0 0.0109741 0.0342117
MLOC_63680 MLOC_63680 14.0244 13.9219 15.7784 16.6977 9.427 18.7937 14.286 18.9287
MLOC_63682 MLOC_63682 0.988587 0.365418 2.50245 2.12416 1.34631 0.292902 4.8236 0.276217
MLOC_63683 MLOC_63683 0 0 0 0 2.40276 0 6.43579 0
MLOC_63684.1 MLOC_63684 13.7145 12.862 23.8168 14.4988 24.6664 6.74131 25.1948 5.61726
MLOC_63685.3 MLOC_63685 0.38675 0.591334 0.146303 0.230022 0.167986 1.47647 0.601995 1.4334
MLOC_63686 MLOC_63686 25.646 12.4636 7.50185 4.73168 72.3947 29.7879 24.7057 13.0562
MLOC_63690.2 MLOC_63690 0.0289316 0 0 0 0 0.367334 0 0.117537
MLOC_63693.4 MLOC_63693 4.08964 10.267 9.16744 4.8957 88.4138 7.30573 73.9414 2.77087
MLOC_63698 MLOC_63698 0.506367 1.00212 7.80694 1.15344 0.872227 0.481606 3.68255 0.228499
MLOC_6370.4 MLOC_6370 0 4.81447 13.3282 0.205349 36.0662 0.0215248 2.54748 0
MLOC_63700.1 MLOC_63700 0 1.07239 10.1427 0 0.378094 0 0 0.0431354
MLOC_63702.2 MLOC_63702 0.415219 0.806572 11.135 0.0599496 1.38047 0.457551 45.8057 2.26808
MLOC_63704.5 MLOC_63704 0.382723 0.520161 0.587906 0.241728 0.174861 0.296366 0.801013 0.12226
MLOC_63706 MLOC_63706 32.4544 19.3303 13.4922 60.2771 10.1833 27.5405 68.0966 16.3839
MLOC_63716.1 MLOC_63716 86.3211 108.663 89.2857 88.9541 35.388 64.9855 129.856 53.3332
MLOC_63717.2 MLOC_63717 1.59656 1.28345 1.44859 0.876127 4.56866 0.868736 3.8483 1.61542
MLOC_63718.1 MLOC_63718 41.5613 26.8796 30.3127 14.1638 10.9091 10.0217 37.875 16.5108
MLOC_63719 MLOC_63719 15.5136 5.20084 6.09604 17.2927 83.2986 12.6971 260.749 9.81541
MLOC_63720.1 MLOC_63720 1.38458 0.244799 1.18189 10.1348 1.34733 3.81363 1.54605 2.38827
MLOC_63722 MLOC_63722 100.443 28.6448 11.6529 322.538 25.2304 71.5534 38.7364 44.0188
MLOC_63723 MLOC_63723 0 3.64394 0.336568 42.1312 0.36326 0 0 0
MLOC_63724.2 MLOC_63724 27.2783 18.074 10.7546 28.4275 23.7557 6.69158 601.019 30.8419
MLOC_63725.1 MLOC_63725 14.452 18.4842 17.5371 19.8161 11.2243 17.5285 51.3203 14.8057
MLOC_63726.1 MLOC_63726 21.569 30.1574 12.4571 6.79846 14.7716 132.802 55.8217 75.2464
MLOC_63731.1 MLOC_63731 9.12453 9.00087 9.27509 7.59531 3.07375 11.1473 1.56398 10.4682
MLOC_63732.1 MLOC_63732 13.1472 17.5769 39.2321 25.2435 19.1927 20.7329 161.342 11.5761
MLOC_63735.2 MLOC_63735 11.4874 5.18067 12.2544 37.5725 7.55523 38.1097 37.4876 22.0812
MLOC_63736.2 MLOC_63736 13.896 20.9366 34.2724 50.7455 6.63335 14.0273 34.8148 15.8472
MLOC_63737.1 MLOC_63737 0.0606573 0.108196 0.222102 0.1825 0.0480909 0 0.15415 0.0311313
MLOC_63739.11 MLOC_63739 0.554262 2.04683 1.59089 0.384872 0.377957 2.25985 0.783491 1.53102
MLOC_63741.3 MLOC_63741 118.8 57.9997 112.799 60.2627 90.8901 10.4233 1926.57 10.4879
MLOC_63742.3 MLOC_63742 3.64926 4.64826 1.19765 0.734224 6.15069 3.70981 20.6165 3.42574
MLOC_63743.1 MLOC_63743 3.64177 4.31718 8.42922 3.42861 8.37942 0.0988681 5.25585 0.0183503
MLOC_63744.1 MLOC_63744 119.384 0 0 0.648268 0 0.149364 0.00334478 0
MLOC_63746 MLOC_63746 57.7692 55.3673 5.56398 25.9185 30.5464 0.601634 6.14096 0.19341
MLOC_63753.1 MLOC_63753 7.52882 11.3831 5.64002 2.06975 5.63878 7.34378 12.7709 10.6509
MLOC_63757.2 MLOC_63757 0 3.84354 1.45405 4.62025 0.101004 0 0 0
MLOC_6376 MLOC_6376 23.5037 18.8601 24.105 15.5645 15.4497 39.2028 60.3405 24.3313
MLOC_63760.1 MLOC_63760 8.40687 40.5816 36.8631 4.41192 9.30082 25.8541 33.2026 12.987
MLOC_63761 MLOC_63761 17.996 24.3049 52.8299 22.1361 21.0343 43.9728 167.276 26.3644
MLOC_63764.1 MLOC_63764 13.8671 30.5228 37.1455 8.14419 17.9571 7.40835 75.1668 6.18995
MLOC_63765.1 MLOC_63765 0 18.3499 5.62482 0 0 0 0 0.0391728
MLOC_63766.1 MLOC_63766 3.46775 9.24771 5.95197 1.23016 1.47845 26.577 1.09021 28.0595
MLOC_63767 MLOC_63767 15.7066 16.0363 15.7327 10.9353 11.1527 9.70412 39.8806 7.00606
MLOC_63768.1 MLOC_63768 0.669736 1.22021 1.04705 0.144673 0.428912 2.52673 0.0843589 2.39566
