transcript gene 001_5d234 002_embABC 003_rootABC 004_15d124 005_leafABC 006_inf2FGH 007_nodABC 008_inf1ABC
MLOC_23856.1 MLOC_23856 0.195404 0.814803 4.69523 0.126896 0.677249 0.314091 24.268 0.143585
MLOC_23866.1 MLOC_23866 0 0.744293 21.7673 0 0.713026 0 3.83312 0
MLOC_23870 MLOC_23870 69.807 55.3115 98.3984 33.1183 70.7039 91.6195 155.91 67.7518
MLOC_23872.1 MLOC_23872 0 0.0939321 0 0.0929274 0.0711625 0 8.80953 0
MLOC_23883 MLOC_23883 1.70881 2.83701 1.76144 3.45359 0.892391 1.11152 9.00967 0.714316
MLOC_23884.1 MLOC_23884 3.75849 0.0762601 0.0867861 1.58153 0 0.044611 0.105292 0.0727898
MLOC_23887.1 MLOC_23887 0.307342 1.19546 2.13614 0.0960217 1.52156 0.793929 3.04546 0.600547
MLOC_23888.1 MLOC_23888 0.137591 0.0884005 0.157376 0.205224 0 0 0.023298 0
MLOC_23892 MLOC_23892 4.50689 1.25452 4.83848 4.7835 2.11674 4.50466 2.83613 1.822
MLOC_23896.1 MLOC_23896 0.264473 0.224875 0.242127 0.545246 0.740411 0.784454 0 0.422618
MLOC_23899 MLOC_23899 0.699755 0.97242 1.79479 2.82782 4.74978 0 18.9399 0.080568
MLOC_23900 MLOC_23900 5.1419 3.58621 3.93028 3.02133 0.885436 1.92985 21.7811 1.13866
MLOC_23906 MLOC_23906 6.98306 3.59459 4.71649 6.07508 1.61526 10.0552 8.95284 6.23516
MLOC_23914 MLOC_23914 0.0416235 0 0 0.182833 1.7776 0 0.714205 0.0319548
MLOC_23936 MLOC_23936 1.31514 1.7073 2.23867 0.797002 3.96081 1.41946 14.2453 1.58212
MLOC_23937.1 MLOC_23937 8.0045 0.805794 3.13773 2.36784 1.14254 5.26644 3.43651 0.651252
MLOC_2395.1 MLOC_2395 0.133044 0.976641 1.44654 0.081879 0.227413 0.785285 1.11731 0.860125
MLOC_23954.1 MLOC_23954 0.250273 9.34467 5.34572 1.04073 0.143172 0.135404 4.61844 0.0666921
MLOC_23969 MLOC_23969 1.76194 18.7264 20.171 1.45408 8.19102 0.0429633 0.0234146 0.0627328
MLOC_23972 MLOC_23972 40.2198 29.4849 22.2219 8.38192 17.3506 57.3429 84.6751 44.9054
MLOC_23980.1 MLOC_23980 0 1.17855 4.27655 0.23478 1.2872 0 175.1 0.045839
MLOC_23985.1 MLOC_23985 2.05741 0 0 1.37767 0 0 0 0
MLOC_23987.1 MLOC_23987 0.0842234 0 0 1.08131 0 0 0 0
MLOC_240.1 MLOC_240 0.734827 0.417886 0 0.964459 3.61302 1.13261 4.09557 1.03946
MLOC_24024.1 MLOC_24024 23.3515 8.42333 2.90639 4.4771 113.29 3.78463 549.596 4.11321
MLOC_24033.1 MLOC_24033 0.635481 3.3654 5.58229 9.15813 0.997326 2.48298 1.34696 0.908067
MLOC_24040.1 MLOC_24040 0 0.491088 8.8514 0.37851 0.469864 0.462021 0.124197 0
MLOC_24043 MLOC_24043 5.56397 2.5065 2.27136 2.10821 3.59505 7.19495 13.3728 3.10806
MLOC_24045.1 MLOC_24045 4.47471 21.5771 20.1436 2.83536 9.89332 28.5742 88.5113 29.045
MLOC_24051.1 MLOC_24051 11.7088 0.140859 0.0955351 0.85516 0.152162 0 3.35792 0
MLOC_24052.1 MLOC_24052 0.101148 0 0 2.97328 0 0 0 0
MLOC_24054 MLOC_24054 15.6814 5.76246 34.5236 375.093 0 0 0 0.252411
MLOC_24056 MLOC_24056 4.71067 2.98137 6.74346 1.99638 3.4005 3.27714 9.07266 2.19637
MLOC_2407.1 MLOC_2407 0 0.532936 0.843372 0.605119 1.92131 1.75032 2.40278 0.775115
MLOC_24086.3 MLOC_24086 1.34125 1.34685 0.92643 1.33019 0.768117 10.3839 0.340334 5.5052
MLOC_24089 MLOC_24089 0.484977 1.41265 11.2166 8.51382 5.22914 0.370864 2.01116 0.238643
MLOC_24097 MLOC_24097 0.224299 10.5817 8.30895 0 2.09809 0.119022 3.92266 0.0888488
MLOC_24103 MLOC_24103 0.0793106 2.23449 5.39696 0.200576 5.67355 0 8.29864 0.250293
MLOC_24112.1 MLOC_24112 2.28764 1.62354 2.16869 0.678248 2.61955 2.3897 4.56534 2.54757
MLOC_24113.1 MLOC_24113 0.314348 0.210094 0.120197 1.45562 0.174877 0.208299 0.412877 0.188745
MLOC_24119.1 MLOC_24119 0 1.92492 0.276763 0 0 0 0 0
MLOC_24124 MLOC_24124 0.337664 1.31203 3.0166 2.05241 3.23669 0.215555 8.00548 0.40066
MLOC_24130 MLOC_24130 0 0 0.233859 2.05013 0 0 0.19232 0
MLOC_24134.1 MLOC_24134 0.120114 0.419629 0.92726 1.35609 0.175968 0.295943 0.740754 0.378351
MLOC_24138 MLOC_24138 0.0825322 0.0884098 1.04192 0.308349 0.538985 0 2.17722 0.169559
MLOC_24147 MLOC_24147 6.81844 13.0107 13.3681 2.51263 7.70626 8.08666 41.8301 8.34484
MLOC_24149.1 MLOC_24149 0 1.55252 16.2835 0 0 0 0 0
MLOC_24177 MLOC_24177 51.17 35.7712 36.7507 30.9128 14.0349 109.566 2.49995 96.9591
MLOC_2418.1 MLOC_2418 1.02718 0 0.79031 1.65331 0.925918 0.628394 0.326672 0.466028
MLOC_2419.2 MLOC_2419 0.231654 0.175826 0.20324 0.668239 0.238485 0.594151 0.176736 0.322682
MLOC_24191.1 MLOC_24191 40.7629 27.0734 29.5031 24.4732 22.1917 81.6217 84.1309 50.9356
MLOC_24198 MLOC_24198 7.76419 7.51742 8.2859 8.10706 5.99665 16.259 12.2585 11.8579
MLOC_242 MLOC_242 0.0905452 0.0905678 5.0263 0.758933 0.770759 0.134304 0.639028 0.105663
MLOC_24208 MLOC_24208 4.61768 5.60345 4.01972 2.16756 21.9357 6.55467 27.0304 6.1711
MLOC_2421.1 MLOC_2421 0.420862 0.329275 0.381965 1.02935 0.0827279 1.67659 0.320711 0.362203
MLOC_24214 MLOC_24214 42.822 54.9507 49.5276 8.8893 9.00163 95.3833 6.1426 98.3244
MLOC_24216 MLOC_24216 6.56296 15.3222 18.3963 7.95115 62.8296 18.613 25.7871 10.9076
MLOC_24218 MLOC_24218 45.2141 49.0513 37.618 11.6924 17.7763 106.462 0.705079 115.77
MLOC_24219 MLOC_24219 15.0692 11.7398 12.8117 17.8934 11.7487 22.1537 56.6774 15.6776
MLOC_2422.1 MLOC_2422 1.42738 0.430082 1.87231 3.37641 0.558867 2.1307 0.508918 0.619832
MLOC_24225.1 MLOC_24225 0.34894 0.155179 0.1911 0.22292 0.36347 0 0.158089 0
MLOC_24226.1 MLOC_24226 0.0172105 0.0431636 0.129481 3.24272 0.0597503 0.0375622 0.0295656 0.0260182
MLOC_2423.1 MLOC_2423 0 4.60067 20.6295 0.0949947 0 0 0 0
MLOC_24231 MLOC_24231 10.6911 9.31279 6.35003 7.08941 17.249 13.3907 21.5192 13.6259
MLOC_24239.1 MLOC_24239 0 7.04926 19.9666 0 3.07893 0 1.35016 0
MLOC_2425.1 MLOC_2425 0.70875 0.0490555 1.69363 0 0.11966 0.891894 0 0.158159
MLOC_24252.1 MLOC_24252 9.16699 6.99597 5.46048 14.4537 5.7963 24.9957 20.9445 17.5564
MLOC_24253.1 MLOC_24253 27.1791 19.4151 16.6156 18.0417 1.47462 83.5646 0.618864 61.1851
MLOC_24260 MLOC_24260 50.9653 38.2995 69.4728 36.1577 14.4398 83.4219 37.236 76.6852
MLOC_24269 MLOC_24269 19.4419 23.4527 26.2674 8.44796 15.4772 44.322 31.2959 32.8119
MLOC_24270.1 MLOC_24270 3.436 2.21205 1.51822 9.45077 3.52698 10.0725 4.17411 4.05698
MLOC_24279.1 MLOC_24279 0 0.0379104 0.375 0 0.0783056 0.643112 0.421732 0.263724
MLOC_2429.1 MLOC_2429 8.20787 8.67814 9.31636 5.97668 11.7356 12.7042 24.0393 9.05228
MLOC_24301.1 MLOC_24301 0 0.026738 0 0 0.133642 0 0.616357 0
MLOC_24304 MLOC_24304 1.56531 0.988584 1.77885 3.69605 1.76633 1.20675 2.01337 0.894761
MLOC_24308 MLOC_24308 16.1849 6.21566 12.3037 26.5983 7.88195 33.1711 30.2296 20.846
MLOC_2431.1 MLOC_2431 0.035831 100.328 18.801 0.286331 5.74168 0.811609 0.188031 2.24826
MLOC_24314.3 MLOC_24314 0.323898 0.230112 0.228579 0.282211 0.31789 2.69872 0.230482 1.74718
MLOC_24328.1 MLOC_24328 0.0252906 1.82488 3.05102 0.0763217 0.24119 0.0618237 0.112977 0.417182
MLOC_24334 MLOC_24334 8.47847 17.238 11.3927 14.4678 4.47789 8.68341 27.9023 6.50253
MLOC_24342.1 MLOC_24342 9.42313 8.18783 9.25218 5.94004 4.65911 29.1468 3.58233 24.3038
MLOC_24358 MLOC_24358 136.815 297.769 243.88 103.591 77.0603 283.524 100.748 340.688
MLOC_24369 MLOC_24369 70.7269 61.8261 79.8066 101.676 41.2623 47.3994 281.685 41.6345
MLOC_2438.1 MLOC_2438 4.37818 3.0824 1.91708 4.47161 1.10333 4.53458 7.24043 1.85063
MLOC_24386 MLOC_24386 18.2527 10.9722 10.3903 31.6805 7.2269 28.7156 18.6593 18.6847
MLOC_24388.12 MLOC_24388 0.453886 0.245059 0.572841 0.383998 0.272671 4.3883 0.935724 1.46142
MLOC_2439.1 MLOC_2439 1.66893 1.29252 0.669617 2.92402 2.14298 2.62807 3.29616 1.98551
MLOC_244.1 MLOC_244 3504.95 0.209905 0.475887 0.949152 0.321084 0.289264 0.106331 0.150705
MLOC_24404 MLOC_24404 33.0113 13.3526 11.9634 8.02825 4.23768 15.3232 40.8325 14.1231
MLOC_24420 MLOC_24420 0.478225 0.436462 2.68587 1.45333 1.32768 0.548626 1.16114 0.411191
MLOC_2443 MLOC_2443 0 0 0.0936319 0 1.21998 0 0.107318 0
MLOC_2444 MLOC_2444 29.7905 13.5522 18.036 3.20126 1.62283 54.0653 0.296109 36.6847
MLOC_24441 MLOC_24441 0.530395 1.30021 5.59188 1.10363 0.611853 0 17.9824 0.108617
MLOC_24446.1 MLOC_24446 0.833848 0.224566 0.377601 1.07267 0.282939 2.43059 0.277082 0.970312
MLOC_2445.1 MLOC_2445 5.38292 8.78808 27.4052 1.03954 12.1422 10.1051 32.1928 4.1336
MLOC_24455.2 MLOC_24455 9.40203 3.98148 4.19483 7.54286 6.18966 25.0172 6.33578 13.8576
MLOC_24468.1 MLOC_24468 0.609774 0 0 0 0 0 0 0.27473
MLOC_24477.2 MLOC_24477 9.30288 9.56534 6.25127 2.95978 1.39609 17.5178 0.202288 16.6652
MLOC_24486.1 MLOC_24486 2.20612 3.75482 6.43819 7.91624 8.11699 1.85983 14.513 2.19581
MLOC_24490 MLOC_24490 6.04778 4.15689 4.23427 7.19057 3.34119 11.8718 8.5658 9.54834
MLOC_24495.4 MLOC_24495 3.13125 2.19821 4.25248 4.03023 1.3989 7.75563 10.2216 4.68684
MLOC_24499 MLOC_24499 0.476502 0.196713 0.955457 0.248266 0.101595 0 2.04555 0.15667
MLOC_24500 MLOC_24500 16.411 8.56954 9.72965 7.52578 4.60478 29.8858 11.4141 18.6386
MLOC_24505.1 MLOC_24505 0 1.19546 1.31439 0 0.418135 0 16.4967 0
MLOC_24510.1 MLOC_24510 3.89666 3.58785 2.22313 4.23029 2.82773 8.0165 9.66732 5.65117
MLOC_24517.1 MLOC_24517 0 0.887311 0.266462 0 8.67224 0 8.19488 0.166644
MLOC_24526 MLOC_24526 43.1729 37.0709 31.9292 46.9962 22.6744 55.6792 58.5745 53.3538
MLOC_2453 MLOC_2453 53.2096 42.1934 20.3289 12.457 14.2822 155.807 55.9093 101.57
MLOC_24530.1 MLOC_24530 8.91973 5.52411 15.3373 2.81296 6.1081 3.19031 84.1331 11.4406
MLOC_24542 MLOC_24542 26.3877 23.5901 36.596 12.0853 15.6985 38.2496 45.9057 33.8376
MLOC_24543.1 MLOC_24543 0.868288 2.59704 32.8842 2.10536 2.4026 0.480499 31.0402 0.942182
MLOC_24548.1 MLOC_24548 46.7182 116.366 59.6123 28.7655 21.9827 29.3997 35.7606 25.7739
MLOC_24553.1 MLOC_24553 1.00251 0.407883 0.33126 0.863048 0.685648 1.19716 2.82958 1.31239
MLOC_24560 MLOC_24560 1.93939 1.08774 1.39078 0 1.22298 14.2343 3.18664 11.6434
MLOC_24563.1 MLOC_24563 0.130788 0 0 1.83314 0 0.100483 0 0
MLOC_24574.2 MLOC_24574 0.0604998 0.323811 0.28193 0.171937 0.908126 2.32534 1.98398 1.81715
MLOC_2458.1 MLOC_2458 0.0819271 0 1.18344 0.421615 0.103363 0.0894903 0 0.295245
MLOC_24602.2 MLOC_24602 4.97226 3.82862 1.59285 1.6609 7.96389 5.48278 0.145967 5.69313
MLOC_24605 MLOC_24605 4.53544 37.1035 51.537 2.44775 68.2996 5.34544 78.8283 6.87401
MLOC_24609 MLOC_24609 0.0411495 0 0 0 2.74728 0.204837 0 0
MLOC_24623.1 MLOC_24623 0.250223 0.0801595 0 0 0.125468 0 0.268098 0
MLOC_24631.1 MLOC_24631 7.89564 6.90909 5.54192 7.2366 4.51661 16.8439 6.0562 13.7026
MLOC_24632.1 MLOC_24632 0 0.887323 0.303091 0 0.0903998 0 0.521112 0
MLOC_24640 MLOC_24640 4.79881 4.74627 14.919 2.62099 8.00645 25.5618 170.08 30.2991
MLOC_24650 MLOC_24650 382.879 611.704 303.858 41.5158 108.442 1516.33 16.2633 1184.22
MLOC_24654.2 MLOC_24654 0.605112 11.1101 418.918 0.393391 28.2293 65.5603 0.264068 604.261
MLOC_24655 MLOC_24655 3.64875 7.07248 72.5861 1.96209 23.4235 12.7592 26.7692 3.96363
MLOC_24657 MLOC_24657 9.32749 9.37223 11.4482 5.90862 5.15456 15.0809 25.8518 12.1237
MLOC_24659.1 MLOC_24659 0 0 0 0.445387 0.494443 0.308266 0.168839 0
MLOC_2467 MLOC_2467 193.218 224.379 203.658 123.552 139.295 182.679 308.212 166.212
MLOC_24690.1 MLOC_24690 0 0 0 0 0 0.821905 0 0.286736
MLOC_2470.1 MLOC_2470 20.466 20.3901 51.2524 14.23 21.3067 28.1535 97.8312 18.6079
MLOC_24700 MLOC_24700 45.4974 41.3997 52.0443 9.79462 8.89132 146.689 1.76483 119.133
MLOC_24707 MLOC_24707 6.323 6.81147 9.46894 4.03057 5.28078 9.64193 13.4205 6.58975
MLOC_24713.1 MLOC_24713 0.438765 0.417284 0.303388 0.137118 0.391797 0.889394 2.03031 0.294897
MLOC_24715.2 MLOC_24715 0.612834 4.42851 6.06983 0.640596 3.61248 0.152895 0.534111 0.604265
MLOC_24723.1 MLOC_24723 2.51645 13.3967 5.87755 14.3244 18.3115 1.4308 3.74656 1.99799
MLOC_24729.1 MLOC_24729 2.41773 1.34181 1.26782 0.749974 0.509304 1.12523 0.229592 1.0023
MLOC_24730.1 MLOC_24730 1.99648 2.00097 4.68375 15.7571 56.0273 0.660313 3.32824 0.800552
MLOC_24731.1 MLOC_24731 4.60129 4.61531 3.4951 1.40677 75.3426 0.965346 20.1806 1.64576
MLOC_24733.1 MLOC_24733 0.628862 5.89523 5.86694 2.16558 13.1575 0.983185 0.973299 1.55437
MLOC_24740 MLOC_24740 45.9304 100.884 111.939 60.8195 101.797 33.4472 55.6776 22.2125
MLOC_24746.1 MLOC_24746 0.285791 3.60156 4.4992 1.04448 6.37004 0.5652 0.21906 1.06144
MLOC_24755.1 MLOC_24755 2.40362 1.34632 0.766658 5.19451 1.69463 10.6864 6.15979 5.15136
MLOC_24765.2 MLOC_24765 0.842179 1.40328 1.67358 1.52384 0.393848 1.34774 3.31407 0.829514
MLOC_24775 MLOC_24775 4.81358 11.8338 13.3963 3.97163 7.32316 3.91912 20.4665 4.37823
MLOC_24776.1 MLOC_24776 2.0214 1.0523 1.28486 0.586791 14.4466 0.167158 1.02535 0.363474
MLOC_24777.1 MLOC_24777 0.203975 0.160624 1.1335 3.70614 0.337558 0.560598 0.756626 0
MLOC_24779.1 MLOC_24779 0.347013 4.06907 4.87212 1.2825 5.59644 0.338916 0.385754 0.461615
MLOC_24780.1 MLOC_24780 0.855054 1.68461 5.32628 6.58142 26.6417 1.25405 2.09136 0.972753
MLOC_24786.4 MLOC_24786 5.34967 0 0 0.824104 0 0 0 0
MLOC_24793 MLOC_24793 12.4762 10.0495 22.1537 13.4251 28.3378 23.4241 72.9887 15.6825
MLOC_24797 MLOC_24797 18.6637 29.3751 38.7206 20.0057 26.66 17.3981 132.621 13.3268
MLOC_2480.1 MLOC_2480 32.1458 33.2793 24.0563 35.9535 9.28878 23.0918 44.5759 21.576
MLOC_24801.1 MLOC_24801 0.473401 0.203038 0.205823 0.376387 0.290911 0.709502 0.340786 0.194847
MLOC_24802.1 MLOC_24802 1.29411 13.7824 13.8372 0.976398 31.9798 1.28653 4.98819 2.48024
MLOC_24804 MLOC_24804 2.33789 1.38517 0.753349 15.1282 0.274189 1.42827 0.682275 0.918168
MLOC_24811.1 MLOC_24811 4.43264 4.444 2.4849 5.84555 137.214 1.19405 21.8965 2.08555
MLOC_24816.1 MLOC_24816 1.2317 0.525341 0.577334 1.81397 0.732318 2.30743 0.632197 1.35388
MLOC_24827 MLOC_24827 5.36783 8.3824 10.3329 3.20995 20.0798 8.11638 69.9159 6.30917
MLOC_24830 MLOC_24830 4.12133 6.4911 7.60949 1.82359 3.26135 6.157 36.4619 4.03484
MLOC_24832.1 MLOC_24832 0.55254 0.344299 1.21878 0.634195 1.94892 0.684042 4.6567 0.424707
MLOC_24833.1 MLOC_24833 1.07722 0.89654 3.1545 1.00822 1.41694 0.424752 4.78539 0.34982
MLOC_24839 MLOC_24839 0.743804 1.51335 7.05211 1.27067 2.35002 0.13318 4.02959 0.434424
MLOC_2484.3 MLOC_2484 3.5284 1.27274 0.715491 5.49179 24.0641 2.14044 25.6489 2.05131
MLOC_24844.1 MLOC_24844 0.222407 0.651823 0.220084 3019.6 0.219424 0.241712 0.0453975 0.126644
MLOC_24846 MLOC_24846 2.43657 0.483923 1.77511 5.08557 0.365165 1.56003 0.311976 0.600887
MLOC_24849.2 MLOC_24849 0.679778 0.585018 0.524786 0.986585 0.809803 1.63107 5.58483 0.866826
MLOC_24854.1 MLOC_24854 28.791 5.00404 1.2986 16.5255 221.192 1.87266 63.4548 2.15347
MLOC_24860.1 MLOC_24860 0.923643 0.227463 0.575941 2.46647 0.329214 2.30627 0.556943 0.739734
MLOC_24861 MLOC_24861 0.242354 0.408719 0.492675 0.438209 5.22719 0 0 0
MLOC_24862.1 MLOC_24862 0.89473 8.47586 7.6635 3.63067 44.3716 0.958861 2.25601 1.21102
MLOC_24866.1 MLOC_24866 0.0722711 3.47784 2.49729 0.225889 0.0622024 0.0355618 0.154255 0.0304467
MLOC_24873.1 MLOC_24873 0.221619 0.110671 0 4.17403 0 0 0 0
MLOC_24874.2 MLOC_24874 0.0792997 1.55468 0.433041 110.624 0 1.86883 0 0
MLOC_24886 MLOC_24886 191.791 260.539 160.059 27.4329 34.4662 535.237 2.54365 555.001
MLOC_24891.1 MLOC_24891 0.6368 5.19125 3.40871 1.04393 12.192 0.930761 1.41766 1.32905
MLOC_24897 MLOC_24897 4.24897 6.31858 10.5591 9.20113 3.25814 0.57431 32.8943 3.48554
MLOC_2490 MLOC_2490 17.5711 26.5399 38.1442 12.7207 17.3207 21.3621 89.372 24.1688
MLOC_24900 MLOC_24900 0.172945 0.483313 1.37573 0.174375 0.429674 0 0.127579 0
MLOC_24915.1 MLOC_24915 0 0 0 0.537383 0 1.41039 0 0
MLOC_24917.1 MLOC_24917 0.485134 0.229774 0.397231 1.30633 0.403932 2.35427 1.0419 0.955616
MLOC_24918.1 MLOC_24918 0.435156 2.06134 8.69668 6.51359 1.39695 0.786727 0.534079 0.949535
MLOC_2492.1 MLOC_2492 0.387069 1.2947 1.463 0.636682 0.331841 1.35769 0.26057 5.31959
MLOC_24920.1 MLOC_24920 0.989083 63.1749 2032.23 0 1.05473 3.57413 0.302455 0.925014
MLOC_24939.1 MLOC_24939 0 0 0.237285 0 0 0.0928572 4.37869 0.378015
MLOC_24946.1 MLOC_24946 0.748782 4.79529 28.0656 0.899596 3.70817 1.38651 1.09574 1.76387
MLOC_24957.1 MLOC_24957 0.380731 0.833549 0.637828 1.0839 0.543639 0.825856 3.76914 0.560474
MLOC_24959.3 MLOC_24959 1.37606 0.410516 0.318258 0.984114 0.573002 2.58776 1.01589 1.82582
MLOC_24962 MLOC_24962 2.10485 0.702768 0.140657 2.04318 1.18972 1.46521 10.6855 1.10503
MLOC_24964 MLOC_24964 0.621244 0.453888 0.804398 3.73878 0.448006 0 0.0292208 0.0885265
MLOC_2498.2 MLOC_2498 0.750293 0.984451 0.713632 1.21612 0.889131 2.61098 0.206115 2.74451
MLOC_24980.1 MLOC_24980 0.320836 0.193028 0.215593 0.951301 0 0.530622 0.204119 0.208868
MLOC_2499.3 MLOC_2499 0.131652 0.189203 0.211192 0.141787 1.80626 0.463453 0 0.391149
MLOC_24998.1 MLOC_24998 0.295585 0.302784 0.213042 1.31906 0.294708 0.473848 0.389243 0.308758
MLOC_25000 MLOC_25000 0.777789 1.51242 1.90734 0.649861 1.21756 6.73914 2.68675 3.62134
MLOC_25001.3 MLOC_25001 0.294231 0.401682 1.02621 0.161431 0.224473 1.5802 1.52809 1.08012
MLOC_25006.1 MLOC_25006 0.154663 1.83802 4.31334 2.45248 0.594491 1.75804 0.814965 0.748086
MLOC_25012 MLOC_25012 12.2334 8.70458 9.72846 13.5018 9.62592 14.8596 25.3576 9.1673
MLOC_2502 MLOC_2502 1.41003 1.73435 0.888171 0.350074 2.977 5.10721 5.32286 4.03568
MLOC_25023.1 MLOC_25023 0.262546 0.139109 0 1.10837 0.393724 0.716893 0.703197 0.339861
MLOC_25036 MLOC_25036 1.65428 25.7653 34.8854 2.07715 5.97284 6.31279 2.49695 3.1286
MLOC_25051.1 MLOC_25051 0.547865 0.113594 0 0.37992 1.77367 0.160629 1.28224 0.169108
MLOC_25058.2 MLOC_25058 2.23081 2.30649 1.62186 0.625201 0.736929 12.216 0.237482 12.6282
MLOC_25060 MLOC_25060 48.1228 125.601 112.714 66.1421 76.4113 80.4245 163.487 76.8613
MLOC_25063.1 MLOC_25063 66.3089 0.124658 0.274518 7.78531 0 0 0 0
MLOC_25077.2 MLOC_25077 0.523292 0 0 3.45396 0 0 0 0
MLOC_25087.1 MLOC_25087 0.542355 0.679129 0.801725 1.10466 0.23375 0.591428 0.249051 0.196246
MLOC_25093.1 MLOC_25093 0.131738 0.12538 0.366546 0 1.62616 0.21025 3.42572 0.522679
MLOC_25095.1 MLOC_25095 65.5913 75.9591 71.4246 26.3175 38.3023 77.2945 261.446 57.1572
MLOC_251.1 MLOC_251 0.035685 0.586051 1.06022 0.279175 0.226932 0 0.0565491 0.0174145
MLOC_25110.2 MLOC_25110 1.05965 0.606921 0.321759 0.119567 5.66531 0.0521581 0.0849412 0.261208
MLOC_25115.1 MLOC_25115 0 0 0.424858 0 2.18357 0 0 0
MLOC_25125 MLOC_25125 23.6237 29.9048 23.4324 6.77575 8.62321 10.5662 31.3793 16.2678
MLOC_25126.1 MLOC_25126 3.88411 2.16978 3.17063 0.760649 0.737286 9.08774 0.441403 6.94163
MLOC_25129 MLOC_25129 5.5054 4.13778 1.70343 16.0913 1.17713 8.23561 1.08566 7.61113
MLOC_2513.2 MLOC_2513 14.6158 103.314 97.0451 44.3137 43.2237 34.096 138.692 30.5776
MLOC_25148.1 MLOC_25148 0.283377 0.14843 0.0931516 0.739043 0.297209 0.740853 0.566207 0.291729
MLOC_2515 MLOC_2515 10.0747 7.91399 15.2729 45.6948 10.905 10.3526 57.5196 4.58133
MLOC_25150.1 MLOC_25150 0.659724 0.369273 1.67583 0 0.516068 0.648047 0.950691 0.388777
MLOC_25152.1 MLOC_25152 1.32319 1.45753 0.770876 0.415414 0.203311 4.98809 0.076936 3.39272
MLOC_25161 MLOC_25161 9.11738 6.66979 6.47449 4.23864 6.18009 7.99774 8.07455 6.59276
MLOC_25162 MLOC_25162 14.3255 9.49124 3.84062 5.53749 52.5547 7.71019 36.1629 8.31008
MLOC_25172.1 MLOC_25172 0.169999 3.14222 2.40168 0.279361 0.265364 0.273666 0.658546 0
MLOC_25173.1 MLOC_25173 0.0379511 1.43077 0.79224 0.162489 0.267225 0.0818078 0.606711 0.0370194
MLOC_25208.2 MLOC_25208 19.2344 17.3219 16.4708 11.156 9.03602 20.9372 20.513 13.4263
MLOC_25218.1 MLOC_25218 64.0926 41.5106 34.4531 119.35 24.7135 54.6889 38.3378 57.4039
MLOC_25236.1 MLOC_25236 2.91562 1.17916 1.24095 2.18017 0.642229 1.75705 0.801016 0.694821
MLOC_25246 MLOC_25246 97.4472 101.127 87.9073 49.47 53.4134 54.8424 129.307 47.6116
MLOC_25254.1 MLOC_25254 0.450745 0.491348 0 2.24971 1.03232 1.86901 3.77796 1.38189
MLOC_25258.1 MLOC_25258 0.432282 0.275616 1.53102 0.974525 0.517204 1.1618 1.13258 0.423107
MLOC_25271 MLOC_25271 2.05727 2.3252 2.66199 2.90192 3.38811 1.93817 5.92046 0.921996
MLOC_25275.1 MLOC_25275 0.727459 0.326384 0.95195 0.506402 0.101336 0.484818 0.264913 0.268012
MLOC_25280.1 MLOC_25280 0 1.17591 1.08747 0 9.43654 0 1.04418 0.221804
MLOC_25288 MLOC_25288 0.0691227 0 0 0.0828594 8.80147 0 0.0776302 0
MLOC_25291 MLOC_25291 0.106457 0.0955903 0.682736 0.617778 27.8437 0 0.74443 0.0917117
MLOC_25299.1 MLOC_25299 39.6366 35.2701 39.6723 43.379 16.2537 52.1552 25.6967 42.3608
MLOC_25304 MLOC_25304 2.35438 0.504997 1.47811 1.15114 0.600077 2.53924 0.815062 1.65518
MLOC_2531 MLOC_2531 137.016 5.34987 12.6539 976.763 127.165 7.16853 135.397 4.12673
MLOC_25310.4 MLOC_25310 30.8533 0 0 3.76898 0.0552403 0.049061 0 0
MLOC_25315.1 MLOC_25315 0 0.0910265 14.6145 0.200512 0 0.0861231 0 0
MLOC_25316.1 MLOC_25316 0 0 0.704594 0 0 0 0 0
MLOC_25331.1 MLOC_25331 0.332284 0.0721234 1.68074 0.881247 0.0997045 0.263461 2.78195 0.0710907
MLOC_25336.2 MLOC_25336 0.560465 0.54592 1.33126 0.502092 0 1.04088 3.15777 1.13931
MLOC_25342.1 MLOC_25342 0.102924 0.185853 0.268652 0.471719 0.362345 0.252685 0.195246 0.0485513
MLOC_25343 MLOC_25343 17.6819 31.676 42.8958 1.74558 8.66452 2.9804 125.218 4.16236
MLOC_25350 MLOC_25350 21.7168 7.85938 15.2563 21.4723 7.40173 22.3887 57.3939 9.0254
MLOC_25351.3 MLOC_25351 0.613074 0 0 0 0 0 0 0
MLOC_25363.1 MLOC_25363 1.54138 0.794751 0 2.25408 0.791069 3.1927 0.892926 1.24825
MLOC_25370.2 MLOC_25370 0.175881 0.244975 0.474021 0.145324 0.340104 0.231328 1.9345 0.365472
MLOC_2539.1 MLOC_2539 0.0975777 25.2977 23.1918 0 0.250547 0 59.2606 0.029716
MLOC_25398 MLOC_25398 0.305839 0.760863 2.41337 0.656168 0.582289 0.101275 0.261243 0
MLOC_25403.2 MLOC_25403 50.8672 28.9234 29.2175 52.2389 18.2881 28.4913 141.545 31.8585
MLOC_25409 MLOC_25409 67.9581 59.6151 66.3839 69.1677 23.6498 65.2302 275.035 63.6916
MLOC_25411 MLOC_25411 4.51031 5.86317 1.65598 2.48121 21.0542 3.28332 3.32964 3.55994
MLOC_25412.1 MLOC_25412 0.0450338 0 0 3.07452 0 0 0 0
