gene	module	isHub
MLOC_18222	007_nodABC	TRUE
MLOC_18223.1	007_nodABC	TRUE
MLOC_18224.1	007_nodABC	TRUE
MLOC_18226.2	007_nodABC	TRUE
MLOC_18254.1	007_nodABC	TRUE
MLOC_18257	007_nodABC	TRUE
MLOC_18260.2	007_nodABC	TRUE
MLOC_18280	007_nodABC	TRUE
MLOC_18281.2	007_nodABC	TRUE
MLOC_18286	007_nodABC	TRUE
MLOC_18297.1	007_nodABC	TRUE
MLOC_18300.1	007_nodABC	TRUE
MLOC_18304	007_nodABC	TRUE
MLOC_18309	007_nodABC	TRUE
MLOC_18312.1	007_nodABC	TRUE
MLOC_18334.2	007_nodABC	TRUE
MLOC_18337.2	007_nodABC	TRUE
MLOC_18353.1	007_nodABC	TRUE
MLOC_18354.1	007_nodABC	TRUE
MLOC_18369.1	007_nodABC	TRUE
MLOC_1837	007_nodABC	TRUE
MLOC_18391	007_nodABC	TRUE
MLOC_18395	007_nodABC	TRUE
MLOC_18399	007_nodABC	TRUE
MLOC_18400.3	007_nodABC	TRUE
MLOC_18403.1	007_nodABC	TRUE
MLOC_18417.1	007_nodABC	TRUE
MLOC_18422.1	007_nodABC	TRUE
MLOC_18425.1	007_nodABC	TRUE
MLOC_18431	007_nodABC	TRUE
MLOC_18432	007_nodABC	TRUE
MLOC_18438	007_nodABC	TRUE
MLOC_18443.1	007_nodABC	TRUE
MLOC_18469.1	007_nodABC	TRUE
MLOC_18470.2	007_nodABC	TRUE
MLOC_18476	007_nodABC	TRUE
MLOC_18493	007_nodABC	TRUE
MLOC_18497	007_nodABC	TRUE
MLOC_18499.1	007_nodABC	TRUE
MLOC_18513	007_nodABC	TRUE
MLOC_1852	007_nodABC	TRUE
MLOC_18520.5	007_nodABC	TRUE
MLOC_18522	007_nodABC	TRUE
MLOC_18524.1	007_nodABC	TRUE
MLOC_18525.4	007_nodABC	TRUE
MLOC_18529	007_nodABC	TRUE
MLOC_18559.1	007_nodABC	TRUE
MLOC_18560.1	007_nodABC	TRUE
MLOC_18578	007_nodABC	TRUE
MLOC_18587.1	007_nodABC	TRUE
MLOC_18598.1	007_nodABC	TRUE
MLOC_18613	007_nodABC	TRUE
MLOC_18617	007_nodABC	TRUE
MLOC_18618.1	007_nodABC	TRUE
MLOC_18632.1	007_nodABC	TRUE
MLOC_18634	007_nodABC	TRUE
MLOC_18635.2	007_nodABC	TRUE
MLOC_18639.1	007_nodABC	TRUE
MLOC_1864.2	007_nodABC	TRUE
MLOC_18660	007_nodABC	TRUE
MLOC_18664.3	007_nodABC	TRUE
MLOC_18667.1	007_nodABC	TRUE
MLOC_18687	007_nodABC	TRUE
MLOC_18712.2	007_nodABC	TRUE
MLOC_18718.1	007_nodABC	TRUE
MLOC_18719	007_nodABC	TRUE
MLOC_18723	007_nodABC	TRUE
MLOC_18736.1	007_nodABC	TRUE
MLOC_18741	007_nodABC	TRUE
MLOC_18746	007_nodABC	TRUE
MLOC_1876.1	007_nodABC	TRUE
MLOC_18762.1	007_nodABC	TRUE
MLOC_18768.1	007_nodABC	TRUE
MLOC_18772.1	007_nodABC	TRUE
MLOC_18778	007_nodABC	TRUE
MLOC_18781	007_nodABC	TRUE
MLOC_18821.1	007_nodABC	TRUE
MLOC_18823.1	007_nodABC	TRUE
MLOC_18832.1	007_nodABC	TRUE
MLOC_18850	007_nodABC	TRUE
MLOC_18851.1	007_nodABC	TRUE
MLOC_18857	007_nodABC	TRUE
MLOC_18867.1	007_nodABC	TRUE
MLOC_18870	007_nodABC	TRUE
MLOC_1888.2	007_nodABC	TRUE
MLOC_18886	007_nodABC	TRUE
MLOC_18900	007_nodABC	TRUE
MLOC_18901	007_nodABC	TRUE
MLOC_18903	007_nodABC	TRUE
MLOC_18904.1	007_nodABC	TRUE
MLOC_18906	007_nodABC	TRUE
MLOC_18909.1	007_nodABC	TRUE
MLOC_18914	007_nodABC	TRUE
MLOC_1892.1	007_nodABC	TRUE
MLOC_18924	007_nodABC	TRUE
MLOC_18929	007_nodABC	TRUE
MLOC_1893	007_nodABC	TRUE
MLOC_18959.1	007_nodABC	TRUE
MLOC_18966.1	007_nodABC	TRUE
MLOC_18972.1	007_nodABC	TRUE
MLOC_18973.4	007_nodABC	TRUE
MLOC_18976	007_nodABC	TRUE
MLOC_18981	007_nodABC	TRUE
MLOC_18989	007_nodABC	TRUE
MLOC_19.2	007_nodABC	TRUE
MLOC_19017.1	007_nodABC	TRUE
MLOC_19019.4	007_nodABC	TRUE
MLOC_19022.8	007_nodABC	TRUE
MLOC_19026	007_nodABC	TRUE
MLOC_19031	007_nodABC	TRUE
MLOC_19034.8	007_nodABC	TRUE
MLOC_19035	007_nodABC	TRUE
MLOC_19043	007_nodABC	TRUE
MLOC_19049.1	007_nodABC	TRUE
MLOC_19058.1	007_nodABC	TRUE
MLOC_19066.1	007_nodABC	TRUE
MLOC_19075	007_nodABC	TRUE
MLOC_19085.1	007_nodABC	TRUE
MLOC_19090	007_nodABC	TRUE
MLOC_191.1	007_nodABC	TRUE
MLOC_19104.1	007_nodABC	TRUE
MLOC_19108.1	007_nodABC	TRUE
MLOC_19119	007_nodABC	TRUE
MLOC_19124.1	007_nodABC	TRUE
MLOC_19136	007_nodABC	TRUE
MLOC_19148.1	007_nodABC	TRUE
MLOC_19153.1	007_nodABC	TRUE
MLOC_19154.1	007_nodABC	TRUE
MLOC_19155	007_nodABC	TRUE
MLOC_19176	007_nodABC	TRUE
MLOC_19179	007_nodABC	TRUE
MLOC_19182.1	007_nodABC	TRUE
MLOC_19183.1	007_nodABC	TRUE
MLOC_19192.2	007_nodABC	TRUE
MLOC_19195.2	007_nodABC	TRUE
MLOC_19196	007_nodABC	TRUE
MLOC_19204.1	007_nodABC	TRUE
MLOC_19206.1	007_nodABC	TRUE
MLOC_19210	007_nodABC	TRUE
MLOC_19228	007_nodABC	TRUE
MLOC_19229	007_nodABC	TRUE
MLOC_19231	007_nodABC	TRUE
MLOC_19246.1	007_nodABC	TRUE
MLOC_19248.1	007_nodABC	TRUE
MLOC_19253.1	007_nodABC	TRUE
MLOC_19255.1	007_nodABC	TRUE
MLOC_19262.2	007_nodABC	TRUE
MLOC_19267	007_nodABC	TRUE
MLOC_19269	007_nodABC	TRUE
MLOC_19273	007_nodABC	TRUE
MLOC_19285	007_nodABC	TRUE
MLOC_19286.1	007_nodABC	TRUE
MLOC_19292	007_nodABC	TRUE
MLOC_19297	007_nodABC	TRUE
MLOC_19301.1	007_nodABC	TRUE
MLOC_19302	007_nodABC	TRUE
MLOC_19304	007_nodABC	TRUE
MLOC_19306.1	007_nodABC	TRUE
MLOC_19312	007_nodABC	TRUE
MLOC_19326.1	007_nodABC	TRUE
MLOC_19332.3	007_nodABC	TRUE
MLOC_19351	007_nodABC	TRUE
MLOC_19352.1	007_nodABC	TRUE
MLOC_19358.1	007_nodABC	TRUE
MLOC_19369.1	007_nodABC	TRUE
MLOC_19374	007_nodABC	TRUE
MLOC_19378	007_nodABC	TRUE
MLOC_19389	007_nodABC	TRUE
MLOC_19390	007_nodABC	TRUE
MLOC_19405.1	007_nodABC	TRUE
MLOC_19415.1	007_nodABC	TRUE
MLOC_19452.1	007_nodABC	TRUE
MLOC_19455	007_nodABC	TRUE
MLOC_19462	007_nodABC	TRUE
MLOC_19463.1	007_nodABC	TRUE
MLOC_19469	007_nodABC	TRUE
MLOC_19471.2	007_nodABC	TRUE
MLOC_19478.1	007_nodABC	TRUE
MLOC_1948	007_nodABC	TRUE
MLOC_19488	007_nodABC	TRUE
MLOC_19489.1	007_nodABC	TRUE
MLOC_19493.1	007_nodABC	TRUE
MLOC_19510.1	007_nodABC	TRUE
MLOC_19518.1	007_nodABC	TRUE
MLOC_19531	007_nodABC	TRUE
MLOC_19532.1	007_nodABC	TRUE
MLOC_19537.2	007_nodABC	TRUE
MLOC_19539	007_nodABC	TRUE
MLOC_1954.1	007_nodABC	TRUE
MLOC_19541	007_nodABC	TRUE
MLOC_19546.1	007_nodABC	TRUE
MLOC_19548.2	007_nodABC	TRUE
MLOC_19554.1	007_nodABC	TRUE
MLOC_19556	007_nodABC	TRUE
MLOC_19557.7	007_nodABC	TRUE
MLOC_19559.1	007_nodABC	TRUE
MLOC_19560	007_nodABC	TRUE
MLOC_19564.1	007_nodABC	TRUE
MLOC_19570.1	007_nodABC	TRUE
MLOC_19572	007_nodABC	TRUE
MLOC_19580	007_nodABC	TRUE
MLOC_19593.3	007_nodABC	TRUE
MLOC_19613	007_nodABC	TRUE
MLOC_19614.1	007_nodABC	TRUE
MLOC_19633	007_nodABC	TRUE
MLOC_19634.2	007_nodABC	TRUE
MLOC_19637.1	007_nodABC	TRUE
MLOC_19642.1	007_nodABC	TRUE
MLOC_19647	007_nodABC	TRUE
MLOC_19648	007_nodABC	TRUE
MLOC_19649	007_nodABC	TRUE
MLOC_19653.2	007_nodABC	TRUE
MLOC_19655	007_nodABC	TRUE
MLOC_19657	007_nodABC	TRUE
MLOC_19663	007_nodABC	TRUE
MLOC_19672	007_nodABC	TRUE
MLOC_19687	007_nodABC	TRUE
MLOC_1969	007_nodABC	TRUE
MLOC_19700.3	007_nodABC	TRUE
MLOC_19705	007_nodABC	TRUE
MLOC_19711.2	007_nodABC	TRUE
MLOC_19721.1	007_nodABC	TRUE
MLOC_19729	007_nodABC	TRUE
MLOC_19750	007_nodABC	TRUE
MLOC_19759.1	007_nodABC	TRUE
MLOC_19763.1	007_nodABC	TRUE
MLOC_19773	007_nodABC	TRUE
MLOC_19779	007_nodABC	TRUE
MLOC_19783	007_nodABC	TRUE
MLOC_19784	007_nodABC	TRUE
MLOC_19788.2	007_nodABC	TRUE
MLOC_19791	007_nodABC	TRUE
MLOC_19793	007_nodABC	TRUE
MLOC_1980	007_nodABC	TRUE
MLOC_19804	007_nodABC	TRUE
MLOC_19817	007_nodABC	TRUE
MLOC_1982.2	007_nodABC	TRUE
MLOC_19825.2	007_nodABC	TRUE
MLOC_19827	007_nodABC	TRUE
MLOC_19829	007_nodABC	TRUE
MLOC_19838.1	007_nodABC	TRUE
MLOC_19849	007_nodABC	TRUE
MLOC_1985.1	007_nodABC	TRUE
MLOC_19861	007_nodABC	TRUE
MLOC_19862.2	007_nodABC	TRUE
MLOC_19863.2	007_nodABC	TRUE
MLOC_19864	007_nodABC	TRUE
MLOC_19876	007_nodABC	TRUE
MLOC_19888	007_nodABC	TRUE
MLOC_19899	007_nodABC	TRUE
MLOC_19924.1	007_nodABC	TRUE
MLOC_19933.1	007_nodABC	TRUE
MLOC_19937.4	007_nodABC	TRUE
MLOC_19942.1	007_nodABC	TRUE
MLOC_19954.2	007_nodABC	TRUE
MLOC_19956	007_nodABC	TRUE
MLOC_1996.2	007_nodABC	TRUE
MLOC_19965.1	007_nodABC	TRUE
MLOC_19966	007_nodABC	TRUE
MLOC_1997	007_nodABC	TRUE
MLOC_19974	007_nodABC	TRUE
MLOC_19988	007_nodABC	TRUE
MLOC_20007.1	007_nodABC	TRUE
MLOC_20012	007_nodABC	TRUE
MLOC_20029.5	007_nodABC	TRUE
MLOC_20033.1	007_nodABC	TRUE
MLOC_20036.1	007_nodABC	TRUE
MLOC_20037	007_nodABC	TRUE
MLOC_20045.2	007_nodABC	TRUE
MLOC_20047	007_nodABC	TRUE
MLOC_20050	007_nodABC	TRUE
MLOC_20059.1	007_nodABC	TRUE
MLOC_20060.1	007_nodABC	TRUE
MLOC_20070	007_nodABC	TRUE
MLOC_20076	007_nodABC	TRUE
MLOC_20077.1	007_nodABC	TRUE
MLOC_20089.1	007_nodABC	TRUE
MLOC_20094	007_nodABC	TRUE
MLOC_201.1	007_nodABC	TRUE
MLOC_20101	007_nodABC	TRUE
MLOC_20106	007_nodABC	TRUE
MLOC_20110.1	007_nodABC	TRUE
MLOC_20113	007_nodABC	TRUE
MLOC_20118	007_nodABC	TRUE
MLOC_20119	007_nodABC	TRUE
MLOC_20120	007_nodABC	TRUE
MLOC_20130.1	007_nodABC	TRUE
MLOC_20146.1	007_nodABC	TRUE
MLOC_20153	007_nodABC	TRUE
MLOC_20159.1	007_nodABC	TRUE
MLOC_20184.3	007_nodABC	TRUE
MLOC_2019.1	007_nodABC	TRUE
MLOC_20190.3	007_nodABC	TRUE
MLOC_20200	007_nodABC	TRUE
MLOC_20210.1	007_nodABC	TRUE
MLOC_20213.2	007_nodABC	TRUE
MLOC_20220.1	007_nodABC	TRUE
MLOC_20229.1	007_nodABC	TRUE
MLOC_20249	007_nodABC	TRUE
MLOC_20250.4	007_nodABC	TRUE
MLOC_20270	007_nodABC	TRUE
MLOC_20277	007_nodABC	TRUE
MLOC_20286	007_nodABC	TRUE
MLOC_20288	007_nodABC	TRUE
MLOC_20290	007_nodABC	TRUE
MLOC_20296	007_nodABC	TRUE
MLOC_20297.1	007_nodABC	TRUE
MLOC_20315	007_nodABC	TRUE
MLOC_20318	007_nodABC	TRUE
MLOC_20320	007_nodABC	TRUE
MLOC_20338	007_nodABC	TRUE
MLOC_20354	007_nodABC	TRUE
MLOC_20358.1	007_nodABC	TRUE
MLOC_20362.1	007_nodABC	TRUE
MLOC_20363.1	007_nodABC	TRUE
MLOC_20371	007_nodABC	TRUE
MLOC_20381.2	007_nodABC	TRUE
MLOC_20389	007_nodABC	TRUE
MLOC_20397.1	007_nodABC	TRUE
MLOC_20411.7	007_nodABC	TRUE
MLOC_20418	007_nodABC	TRUE
MLOC_20426	007_nodABC	TRUE
MLOC_20434.1	007_nodABC	TRUE
MLOC_20442	007_nodABC	TRUE
MLOC_20443.1	007_nodABC	TRUE
MLOC_20456.1	007_nodABC	TRUE
MLOC_20471	007_nodABC	TRUE
MLOC_20481	007_nodABC	TRUE
MLOC_20487.1	007_nodABC	TRUE
MLOC_20488	007_nodABC	TRUE
MLOC_20492.1	007_nodABC	TRUE
MLOC_20514	007_nodABC	TRUE
MLOC_20526.1	007_nodABC	TRUE
MLOC_2053	007_nodABC	TRUE
MLOC_20532	007_nodABC	TRUE
MLOC_20537	007_nodABC	TRUE
MLOC_20545	007_nodABC	TRUE
MLOC_2056.1	007_nodABC	TRUE
MLOC_20589.1	007_nodABC	TRUE
MLOC_20591	007_nodABC	TRUE
MLOC_20593	007_nodABC	TRUE
MLOC_20609	007_nodABC	TRUE
MLOC_20627.2	007_nodABC	TRUE
MLOC_20645.2	007_nodABC	TRUE
MLOC_20668	007_nodABC	TRUE
MLOC_20680	007_nodABC	TRUE
MLOC_20684.3	007_nodABC	TRUE
MLOC_20690	007_nodABC	TRUE
MLOC_20698	007_nodABC	TRUE
MLOC_20699	007_nodABC	TRUE
MLOC_20718.1	007_nodABC	TRUE
MLOC_20729.1	007_nodABC	TRUE
MLOC_20738.1	007_nodABC	TRUE
MLOC_20740.2	007_nodABC	TRUE
MLOC_20746.1	007_nodABC	TRUE
MLOC_20747.1	007_nodABC	TRUE
MLOC_20749.2	007_nodABC	TRUE
MLOC_20756	007_nodABC	TRUE
MLOC_20759.1	007_nodABC	TRUE
MLOC_20766	007_nodABC	TRUE
MLOC_20770	007_nodABC	TRUE
MLOC_2078.1	007_nodABC	TRUE
MLOC_20786.2	007_nodABC	TRUE
MLOC_20798	007_nodABC	TRUE
MLOC_20802	007_nodABC	TRUE
MLOC_20806	007_nodABC	TRUE
MLOC_20807.1	007_nodABC	TRUE
MLOC_20818	007_nodABC	TRUE
MLOC_2082	007_nodABC	TRUE
MLOC_20821	007_nodABC	TRUE
MLOC_20830.1	007_nodABC	TRUE
MLOC_20838.2	007_nodABC	TRUE
MLOC_20840	007_nodABC	TRUE
MLOC_20848	007_nodABC	TRUE
MLOC_20864	007_nodABC	TRUE
MLOC_20866	007_nodABC	TRUE
MLOC_20874.2	007_nodABC	TRUE
MLOC_20877	007_nodABC	TRUE
MLOC_20879	007_nodABC	TRUE
MLOC_20884	007_nodABC	TRUE
MLOC_20885.1	007_nodABC	TRUE
MLOC_20897	007_nodABC	TRUE
MLOC_209.1	007_nodABC	TRUE
MLOC_20904.1	007_nodABC	TRUE
MLOC_20905	007_nodABC	TRUE
MLOC_20913	007_nodABC	TRUE
MLOC_20940	007_nodABC	TRUE
MLOC_20943.2	007_nodABC	TRUE
MLOC_20952.1	007_nodABC	TRUE
MLOC_20955	007_nodABC	TRUE
MLOC_20961.5	007_nodABC	TRUE
MLOC_20962.1	007_nodABC	TRUE
MLOC_20963.2	007_nodABC	TRUE
MLOC_20976	007_nodABC	TRUE
MLOC_20977.1	007_nodABC	TRUE
MLOC_20986.1	007_nodABC	TRUE
MLOC_20991	007_nodABC	TRUE
MLOC_20994	007_nodABC	TRUE
MLOC_20995	007_nodABC	TRUE
MLOC_21002.1	007_nodABC	TRUE
MLOC_21010.1	007_nodABC	TRUE
MLOC_21021	007_nodABC	TRUE
MLOC_21036	007_nodABC	TRUE
MLOC_21039	007_nodABC	TRUE
MLOC_21043	007_nodABC	TRUE
MLOC_2105	007_nodABC	TRUE
MLOC_21051	007_nodABC	TRUE
MLOC_21053	007_nodABC	TRUE
MLOC_21060.1	007_nodABC	TRUE
MLOC_21069.1	007_nodABC	TRUE
MLOC_21090	007_nodABC	TRUE
MLOC_21099	007_nodABC	TRUE
MLOC_211.2	007_nodABC	TRUE
MLOC_21103	007_nodABC	TRUE
MLOC_2111	007_nodABC	TRUE
MLOC_21112.1	007_nodABC	TRUE
MLOC_21127	007_nodABC	TRUE
MLOC_21132	007_nodABC	TRUE
MLOC_21133	007_nodABC	TRUE
MLOC_21142	007_nodABC	TRUE
MLOC_21163.1	007_nodABC	TRUE
MLOC_21169	007_nodABC	TRUE
MLOC_2117.1	007_nodABC	TRUE
MLOC_21175.2	007_nodABC	TRUE
MLOC_21176.3	007_nodABC	TRUE
MLOC_2118.2	007_nodABC	TRUE
MLOC_21188.1	007_nodABC	TRUE
MLOC_2119.2	007_nodABC	TRUE
MLOC_21191	007_nodABC	TRUE
MLOC_21196.1	007_nodABC	TRUE
MLOC_212	007_nodABC	TRUE
MLOC_21204	007_nodABC	TRUE
MLOC_21220.1	007_nodABC	TRUE
MLOC_21222.1	007_nodABC	TRUE
MLOC_21238.2	007_nodABC	TRUE
MLOC_21251.1	007_nodABC	TRUE
MLOC_21253.1	007_nodABC	TRUE
MLOC_21264.1	007_nodABC	TRUE
MLOC_21266	007_nodABC	TRUE
MLOC_21268.1	007_nodABC	TRUE
MLOC_2127	007_nodABC	TRUE
MLOC_21277	007_nodABC	TRUE
MLOC_21279.1	007_nodABC	TRUE
MLOC_2128.1	007_nodABC	TRUE
MLOC_21284.2	007_nodABC	TRUE
MLOC_21291	007_nodABC	TRUE
MLOC_21293	007_nodABC	TRUE
MLOC_21294	007_nodABC	TRUE
MLOC_21297	007_nodABC	TRUE
MLOC_21304	007_nodABC	TRUE
MLOC_21322	007_nodABC	TRUE
MLOC_21323	007_nodABC	TRUE
MLOC_21356	007_nodABC	TRUE
MLOC_21359	007_nodABC	TRUE
MLOC_2136	007_nodABC	TRUE
MLOC_21373.1	007_nodABC	TRUE
MLOC_21377.2	007_nodABC	TRUE
MLOC_21378	007_nodABC	TRUE
MLOC_21409.1	007_nodABC	TRUE
MLOC_21416.2	007_nodABC	TRUE
MLOC_21417	007_nodABC	TRUE
MLOC_2142	007_nodABC	TRUE
MLOC_21425.1	007_nodABC	TRUE
MLOC_2144.1	007_nodABC	TRUE
MLOC_21451.2	007_nodABC	TRUE
MLOC_21457.1	007_nodABC	TRUE
MLOC_21459.1	007_nodABC	TRUE
MLOC_21460.1	007_nodABC	TRUE
MLOC_21463.3	007_nodABC	TRUE
MLOC_21464.1	007_nodABC	TRUE
MLOC_21478	007_nodABC	TRUE
MLOC_21488	007_nodABC	TRUE
MLOC_21495.1	007_nodABC	TRUE
MLOC_21503.1	007_nodABC	TRUE
MLOC_21519.2	007_nodABC	TRUE
MLOC_21528.1	007_nodABC	TRUE
MLOC_21535	007_nodABC	TRUE
MLOC_21551.1	007_nodABC	TRUE
MLOC_21553.1	007_nodABC	TRUE
MLOC_21559.2	007_nodABC	TRUE
MLOC_21563.1	007_nodABC	TRUE
MLOC_21570	007_nodABC	TRUE
MLOC_21573.2	007_nodABC	TRUE
MLOC_21585.1	007_nodABC	TRUE
MLOC_21593.1	007_nodABC	TRUE
MLOC_21595.1	007_nodABC	TRUE
MLOC_21596.1	007_nodABC	TRUE
MLOC_21599	007_nodABC	TRUE
MLOC_21604.4	007_nodABC	TRUE
MLOC_21615	007_nodABC	TRUE
MLOC_21619.1	007_nodABC	TRUE
MLOC_21639	007_nodABC	TRUE
MLOC_21654	007_nodABC	TRUE
MLOC_21655.5	007_nodABC	TRUE
MLOC_21663	007_nodABC	TRUE
MLOC_21665.1	007_nodABC	TRUE
MLOC_21673	007_nodABC	TRUE
MLOC_21680	007_nodABC	TRUE
MLOC_21681	007_nodABC	TRUE
MLOC_21683	007_nodABC	TRUE
MLOC_21688	007_nodABC	TRUE
MLOC_21697	007_nodABC	TRUE
MLOC_21698	007_nodABC	TRUE
MLOC_217.1	007_nodABC	TRUE
MLOC_2170.2	007_nodABC	TRUE
MLOC_21700	007_nodABC	TRUE
MLOC_21701	007_nodABC	TRUE
MLOC_21728	007_nodABC	TRUE
MLOC_21732.1	007_nodABC	TRUE
MLOC_21735.1	007_nodABC	TRUE
MLOC_21739.2	007_nodABC	TRUE
MLOC_2174.1	007_nodABC	TRUE
MLOC_21751	007_nodABC	TRUE
MLOC_21771.1	007_nodABC	TRUE
MLOC_21773.3	007_nodABC	TRUE
MLOC_21779	007_nodABC	TRUE
MLOC_2178	007_nodABC	TRUE
MLOC_21780.1	007_nodABC	TRUE
MLOC_21781.4	007_nodABC	TRUE
MLOC_21792	007_nodABC	TRUE
MLOC_21796	007_nodABC	TRUE
MLOC_21803	007_nodABC	TRUE
MLOC_21808	007_nodABC	TRUE
MLOC_21822	007_nodABC	TRUE
MLOC_21829.1	007_nodABC	TRUE
MLOC_2183.2	007_nodABC	TRUE
MLOC_21831.1	007_nodABC	TRUE
MLOC_21832	007_nodABC	TRUE
MLOC_21867.4	007_nodABC	TRUE
MLOC_21885.3	007_nodABC	TRUE
MLOC_21909	007_nodABC	TRUE
MLOC_21911.4	007_nodABC	TRUE
MLOC_21941	007_nodABC	TRUE
MLOC_21944.3	007_nodABC	TRUE
MLOC_21948.1	007_nodABC	TRUE
MLOC_21954	007_nodABC	TRUE
MLOC_21961	007_nodABC	TRUE
MLOC_21965.1	007_nodABC	TRUE
MLOC_21982	007_nodABC	TRUE
MLOC_22001	007_nodABC	TRUE
MLOC_22004	007_nodABC	TRUE
MLOC_22011.1	007_nodABC	TRUE
MLOC_22013.1	007_nodABC	TRUE
MLOC_22022.1	007_nodABC	TRUE
MLOC_22026	007_nodABC	TRUE
MLOC_22028	007_nodABC	TRUE
MLOC_22030.1	007_nodABC	TRUE
MLOC_22037	007_nodABC	TRUE
MLOC_22042	007_nodABC	TRUE
MLOC_22064.2	007_nodABC	TRUE
MLOC_22069.1	007_nodABC	TRUE
MLOC_2207.2	007_nodABC	TRUE
MLOC_22072.1	007_nodABC	TRUE
MLOC_22078.1	007_nodABC	TRUE
MLOC_2208.1	007_nodABC	TRUE
MLOC_22085.2	007_nodABC	TRUE
MLOC_22104	007_nodABC	TRUE
MLOC_22105	007_nodABC	TRUE
MLOC_22106	007_nodABC	TRUE
MLOC_22108.1	007_nodABC	TRUE
MLOC_2212.1	007_nodABC	TRUE
MLOC_22126.1	007_nodABC	TRUE
MLOC_22138	007_nodABC	TRUE
MLOC_22141	007_nodABC	TRUE
MLOC_22146.1	007_nodABC	TRUE
MLOC_22165	007_nodABC	TRUE
MLOC_22167	007_nodABC	TRUE
MLOC_22171	007_nodABC	TRUE
MLOC_22173.1	007_nodABC	TRUE
MLOC_22174.2	007_nodABC	TRUE
MLOC_22178	007_nodABC	TRUE
MLOC_22181	007_nodABC	TRUE
MLOC_22183.1	007_nodABC	TRUE
MLOC_22184.1	007_nodABC	TRUE
MLOC_22194.1	007_nodABC	TRUE
MLOC_22196.1	007_nodABC	TRUE
MLOC_22198.1	007_nodABC	TRUE
MLOC_22201	007_nodABC	TRUE
MLOC_22224	007_nodABC	TRUE
MLOC_22247	007_nodABC	TRUE
MLOC_22262	007_nodABC	TRUE
MLOC_22271	007_nodABC	TRUE
MLOC_22278	007_nodABC	TRUE
MLOC_22296	007_nodABC	TRUE
MLOC_22316.1	007_nodABC	TRUE
MLOC_2232	007_nodABC	TRUE
MLOC_22325	007_nodABC	TRUE
MLOC_22334	007_nodABC	TRUE
MLOC_22337	007_nodABC	TRUE
MLOC_22341	007_nodABC	TRUE
MLOC_22342.15	007_nodABC	TRUE
MLOC_22343	007_nodABC	TRUE
MLOC_22348	007_nodABC	TRUE
MLOC_2235	007_nodABC	TRUE
MLOC_22363.1	007_nodABC	TRUE
MLOC_22365	007_nodABC	TRUE
MLOC_22377	007_nodABC	TRUE
MLOC_22404.1	007_nodABC	TRUE
MLOC_22410	007_nodABC	TRUE
MLOC_22420.1	007_nodABC	TRUE
MLOC_22428.1	007_nodABC	TRUE
MLOC_22441.1	007_nodABC	TRUE
MLOC_2246.1	007_nodABC	TRUE
MLOC_22471	007_nodABC	TRUE
MLOC_22482	007_nodABC	TRUE
MLOC_22489	007_nodABC	TRUE
MLOC_22498.1	007_nodABC	TRUE
MLOC_22505	007_nodABC	TRUE
MLOC_22506	007_nodABC	TRUE
MLOC_22512.2	007_nodABC	TRUE
MLOC_22521.1	007_nodABC	TRUE
MLOC_22532	007_nodABC	TRUE
MLOC_22541	007_nodABC	TRUE
MLOC_22551.2	007_nodABC	TRUE
MLOC_2257.1	007_nodABC	TRUE
MLOC_2258.1	007_nodABC	TRUE
MLOC_22588	007_nodABC	TRUE
MLOC_22593	007_nodABC	TRUE
MLOC_22624.2	007_nodABC	TRUE
MLOC_22626.1	007_nodABC	TRUE
MLOC_22629	007_nodABC	TRUE
MLOC_22651.1	007_nodABC	TRUE
MLOC_22660	007_nodABC	TRUE
MLOC_22665.1	007_nodABC	TRUE
MLOC_22686.1	007_nodABC	TRUE
MLOC_22698	007_nodABC	TRUE
MLOC_22700.2	007_nodABC	TRUE
MLOC_22730.1	007_nodABC	TRUE
MLOC_22737	007_nodABC	TRUE
MLOC_2275.1	007_nodABC	TRUE
MLOC_22773.1	007_nodABC	TRUE
MLOC_22782.1	007_nodABC	TRUE
MLOC_22789	007_nodABC	TRUE
MLOC_22791.1	007_nodABC	TRUE
MLOC_22807.1	007_nodABC	TRUE
MLOC_22808.1	007_nodABC	TRUE
MLOC_22833	007_nodABC	TRUE
MLOC_22850	007_nodABC	TRUE
MLOC_22869.1	007_nodABC	TRUE
MLOC_22881.1	007_nodABC	TRUE
MLOC_22921	007_nodABC	TRUE
MLOC_22928	007_nodABC	TRUE
MLOC_22948	007_nodABC	TRUE
MLOC_22975.1	007_nodABC	TRUE
MLOC_22984.1	007_nodABC	TRUE
MLOC_23021	007_nodABC	TRUE
MLOC_23033	007_nodABC	TRUE
MLOC_23036.1	007_nodABC	TRUE
MLOC_23043	007_nodABC	TRUE
MLOC_23044	007_nodABC	TRUE
MLOC_2305	007_nodABC	TRUE
MLOC_23054	007_nodABC	TRUE
MLOC_23055	007_nodABC	TRUE
MLOC_23058	007_nodABC	TRUE
MLOC_23086.1	007_nodABC	TRUE
MLOC_23088.1	007_nodABC	TRUE
MLOC_23105	007_nodABC	TRUE
MLOC_23117.1	007_nodABC	TRUE
MLOC_23129.1	007_nodABC	TRUE
MLOC_23179.3	007_nodABC	TRUE
MLOC_23199.2	007_nodABC	TRUE
MLOC_23209.1	007_nodABC	TRUE
MLOC_23224	007_nodABC	TRUE
MLOC_23236.1	007_nodABC	TRUE
MLOC_23244.1	007_nodABC	TRUE
MLOC_23250.2	007_nodABC	TRUE
